dim1,dim2,Cluster,clustered,topic_labels,topic_words,Language,topic_nr,top_word,trans,top_words_trans
0.78416777,12.167211,0,True,pl_13,"['ten', 'wiecej', 'mowi', 'polska', 'problem', 'sa', 'dziecko', 'temat', 'swiata', 'prawa', 'polskie', 'medium', 'juz', 'moze', 'maja', 'powinny', 'ktore', 'polske', 'niemcy', 'niz']",pl,13,niemcy,germany,niemcy(germany)
3.8577132,8.956858,1,True,pl_14,"['migracyjny', 'pakt', 'podpisać', 'rzad', 'rzadu', 'pis', 'deklaracja', 'premier', 'marakeszu', 'rp', 'belgia', 'grudzień', 'stanowisko', 'moze', 'mama', 'koalicja', 'si', 'partia', 'premiera', 'belgijski']",pl,14,belgijski,belgium,belgijski(belgium)
0.9189696,12.013832,0,True,pl_15,"['nie', 'to', 'kraj', 'chcieć', 'ktory', 'być', 'imigracja', 'ue', 'jesli', 'beda', 'nikt', 'migracja', 'mama', 'id', 'unijny', 'morawiecki', 'wszystek', 'swiata', 'kolejny', 'rozumieć']",pl,15,imigracja,immigration,imigracja(immigration)
7.511495,7.1458907,2,True,pl_16,"['polski', 'podpisać', 'migracja', 'pakt', 'dokument', 'global', 'sprawa', 'compact', 'marrakeszu', 'porozumienie', 'ws', 'gcm', 'grudzień', 'rzad', 'onzowski', 'for', 'swiatowo', 'zosta', 'podpisaa', 'deklaracja']",pl,16,deklaracja,declaration,deklaracja(declaration)
7.817576,7.5492554,2,True,pl_17,"['pakt', 'usa', 'wegry', 'austria', 'polski', 'migracja', 'czechy', 'wegiera', 'bugaria', 'przystapi', 'takze', 'migracyjny', 'podpisza', 'kraj', 'australia', 'ws', 'chorwacja', 'zapowiedź', 'plan', 'onzowski']",pl,17,zapowiedź,announcement,zapowiedź(announcement)
7.6747103,6.5617805,2,True,pl_18,"['migracja', 'pakt', 'sprawa', 'polski', 'panstw', 'ws', 'wiekszosc', 'swiatowy', 'poniedziaek', 'przyjea', 'czonkowskich', 'dokument', 'przyjety', 'migracyjny', 'zosta', 'ktory', 'przyjąć', 'rzad', 'zdecydowany', 'marrakesz']",pl,18,zdecydowany,firm,zdecydowany(firm)
0.23870637,14.790265,0,True,pl_19,"['izrael', 'imigrant', 'krajow', 'migrant', 'porozumieć', 'ws', 'afrykanskich', 'nielegalnych', 'sprawa', 'deportacja', 'netanjahu', 'tys', 'zachodni', 'ktore', 'si', 'premier', 'kraj', 'zawiesić', 'zostać', 'azylant']",pl,19,deportacja,deportation,deportacja(deportation)
-0.19016866,13.169692,0,True,sk_0,"['migrant', 'utecenecku', 'veľa', 'unhcr', 'svet', 'eu', 'utecencov']",sk,0,utecencov,refugees,utecencov(refugees)
8.196183,6.6446276,2,True,sk_1,"['migrant', 'veľa', 'utecenecku', 'svet', 'unhcr', 'utecencov', 'eu']",sk,1,utecencov,refugees,utecencov(refugees)
4.513341,9.266074,1,True,sk_2,"['migrant', 'veľa', 'utecenecku', 'svet', 'unhcr', 'utecencov', 'eu']",sk,2,utecencov,refugees,utecencov(refugees)
-0.067691945,13.658553,0,True,sk_3,"['migrant', 'utecenecku', 'veľa', 'unhcr', 'eu', 'svet', 'utecencov']",sk,3,utecencov,refugees,utecencov(refugees)
-0.11827834,13.59271,0,True,sk_4,"['migrant', 'utecenecku', 'veľa', 'svet', 'unhcr', 'eu', 'utecencov']",sk,4,utecencov,refugees,utecencov(refugees)
-1.6463277,13.532215,0,True,sv_0,"['fn', 'migration', 'fora', 'sverige', 'skriva', 'pa', 'global', 'migrationsavtal', 'avtal', 'mota', 'compact', 'regering', 'migrationsramverk', 'migrationspakt', 'fns', 'mede', 'om', 'medium', 'ny', 'lofven']",sv,0,migrationsavtal,migration agreement,migrationsavtal(migration agreement)
3.5929124,9.117054,1,True,sv_1,"['pa', 'fora', 'mycken', 'unhcr', 'sverige', 'ar', 'miljard', 'hel', 'toa', 'peng', 'kana', 'mede', 'till', 'vi', 'villa', 'hjalpa', 'invandring', 'budget', 'miljon', 'plats']",sv,1,miljard,billion,miljard(billion)
-0.3713591,14.621845,0,True,sv_2,"['fn', 'mana', 'asyl', 'skola', 'flyktingkonvention', 'kana', 'sverige', 'ratta', 'konvention', 'asylratten', 'flykting', 'soka', 'manskliga', 'att', 'rattigheter', 'landa', 'skalle', 'villa', 'stare', 'vi']",sv,2,rattigheter,rights,rattigheter(rights)
5.011576,8.534583,1,True,sv_3,"['pa', 'och', 'lander', 'all', 'fara', 'svensk', 'mena', 'fran', 'folk', 'finna', 'nara', 'via', 'mången', 'nyhet', 'invandrare', 'se', 'gara', 'gor', 'tala', 'gora']",sv,3,mången,many,mången(many)
0.013321935,14.45535,0,True,sv_4,"['fn', 'flykting', 'svpol', 'migrant', 'mången', 'migpol', 'europa', 'eu', 'villa', 'skola', 'pa', 'in', 'ny', 'ekonomisk', 'maste', 'varldens', 'sager', 'varfor', 'flyktingkrisen', 'varlden']",sv,4,ekonomisk,economic,ekonomisk(economic)
4.941276,8.459566,1,True,sv_5,"['och', 'nia', 'mota', 'eu', 'barn', 'all', 'stoppa', 'migrationsverket', 'kana', 'kriga', 'afghanistan', 'politiker', 'rosta', 'ensamkommande', 'utvisa', 'lägga', 'styra', 'besluta', 'radda', 'toa']",sv,5,ensamkommande,unaccompanied minors,ensamkommande(unaccompanied minors)
-1.4038665,13.168597,0,True,sv_6,"['fora', 'fn', 'mede', 'ar', 'sverige', 'av', 'all', 'skola', 'eu', 'böra', 'betala', 'sd', 'dela', 'till', 'via', 'ho', 'man', 'ansvar', 'invandring', 'bo']",sv,6,sverige,Sweden,sverige(Sweden)
7.6257377,5.9501643,2,True,sv_7,"['ar', 'att', 'den', 'en', 'som', 'fora', 'skola', 'fn', 'mede', 'vada', 'inte', 'sverige', 'fa', 'bar', 'man', 'varfor', 'nagot', 'gor', 'nara', 'sager']",sv,7,varfor,why,varfor(why)
7.309072,7.0087886,2,True,sv_8,"['ar', 'dua', 'ha', 'jaga', 'mena', 'en', 'som', 'manga', 'asylskal', 'riktig', 'bar', 'da', 'veta', 'inte', 'finna', 'enl', 'tro', 'nara', 'endast', 'fran']",sv,8,endast,only,endast(only)
1.9200549,12.822029,0,True,sv_9,"['unhcr', 'flykting', 'fran', 'over', 'manniskor', 'varlden', 'miljon', 'flyktingorgan', 'flyktinglager', 'syrien', 'flykta', 'via', 'per', 'asylsokande', 'medelhavet', 'sluta', 'fly', 'se', 'grekland', 'antal']",sv,9,asylsokande,asylum seekers,asylsokande(asylum seekers)
